Link Id, Link Type, Distance, Source Id, Row Type, Source Rows, Column Type, Source Columns, Destination Id, Row Type, Destination Rows, Column Type, Destination Columns
2323,place,0.06,17158,place,"USA,Florida,Miami,Bahamas,Nassau,",person,"Omar Hanif,Hanif,Muhammed Dandani,Dandani,Said Khadr,Khadr,",16636,place,"USA,Detroit,Michigan,Maryland,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,University of Maryland,"
2324,place,0.05,16061,place,"USA,Windsor,Ontario,Canada,Newark,Detroit,Michigan,",date,"1 November, 2003,1992,1 July, 2003,2002,10 August, 2001,",16561,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,",organization,"FBI,NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
2324,place,0.04,16061,place,"USA,Windsor,Ontario,Canada,Newark,Detroit,Michigan,",date,"1 November, 2003,1992,1 July, 2003,2002,10 August, 2001,",16099,place,"USA,Afghanistan,Pakhtia,",date,"2001,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,"
2324,place,0.05,16061,place,"USA,Windsor,Ontario,Canada,Newark,Detroit,Michigan,",date,"1 November, 2003,1992,1 July, 2003,2002,10 August, 2001,",16171,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,"
2324,place,0.08,16061,place,"USA,Windsor,Ontario,Canada,Newark,Detroit,Michigan,",date,"1 November, 2003,1992,1 July, 2003,2002,10 August, 2001,",16560,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,Columbus,Ohio,",organization,"NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
2325,place,0.05,17157,place,"Santo Domingo,Afghanistan,",person,"Omar Hanif,Abdellah Atmani,Atmani,al Ghamdi,",16004,place,"USA,New Jersey,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,"
2325,place,0.03,17157,place,"Santo Domingo,Afghanistan,",person,"Omar Hanif,Abdellah Atmani,Atmani,al Ghamdi,",16342,place,"USA,Afghanistan,",date,"1 November, 2003,1997,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,12 March, 2003,1993,2001,16 May, 2003,18 June, 2003,1993 - 1998,July 17, 1999,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,16 February, 2004,1995,October 1967,3 February, 04,"
2326,place,0.02,16060,place,"USA,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,1999,2002,10 August, 2001,",15480,document,"FBI_23,FBI_22,FBI_20,FBI_18,CIA_16,FBI_11,FBI_08,CIA_02,DIA_03,FBI_36,FBI_34,",place,"USA,Detroit,Michigan,"
2326,place,0.05,16060,place,"USA,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,1999,2002,10 August, 2001,",16006,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,"
2326,place,0.02,16060,place,"USA,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,1999,2002,10 August, 2001,",15479,document,"FBI_23,FBI_22,FBI_20,FBI_18,CIA_16,FBI_11,FBI_08,CIA_02,DIA_03,FBI_36,FBI_34,FBI_31,",place,"Detroit,Michigan,"
2326,place,0.03,16060,place,"USA,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,1999,2002,10 August, 2001,",15483,document,"FBI_22,DIA_03,",place,"USA,Detroit,Michigan,Afghanistan,"
2326,place,0.07,16060,place,"USA,UK,Detroit,Michigan,Laurel,",date,"1 November, 2003,1994,1999,2002,10 August, 2001,",15482,document,"CIA_16,FBI_08,CIA_02,DIA_03,FBI_36,FBI_34,",place,"USA,Canada,Detroit,Michigan,"
2327,place,0.03,17156,place,"Santo Domingo,Afghanistan,The Dominican Republic,",person,"Abdellah Atmani,Atmani,al Ghamdi,",16342,place,"USA,Afghanistan,",date,"1 November, 2003,1997,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,12 March, 2003,1993,2001,16 May, 2003,18 June, 2003,1993 - 1998,July 17, 1999,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,16 February, 2004,1995,October 1967,3 February, 04,"
2327,place,0.03,17156,place,"Santo Domingo,Afghanistan,The Dominican Republic,",person,"Abdellah Atmani,Atmani,al Ghamdi,",16392,place,"Peshawar,Afghanistan,",date,"2 January, 2003,12 March, 2003,20 April, 2003,2001,12 January 2003,"
2327,place,0.02,17156,place,"Santo Domingo,Afghanistan,The Dominican Republic,",person,"Abdellah Atmani,Atmani,al Ghamdi,",16008,place,"USA,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,"
2327,place,0.04,17156,place,"Santo Domingo,Afghanistan,The Dominican Republic,",person,"Abdellah Atmani,Atmani,al Ghamdi,",16391,place,"Peshawar,Afghanistan,Orgun,",date,"2 January, 2003,12 March, 2003,20 April, 2003,"
2328,place,0.11,17155,place,"Saudi Arabia,Riyadh,",person,"Abdul al Nami,al Nami,Muslih Odeh,al Ghamdi,",15631,document,"FBI_20,CIA_18,CIA_40,",place,"Saudi Arabia,Riyadh,"
2329,place,0.05,17154,place,"Afghanistan,Saudi Arabia,",person,"Abdul al Nami,Abdul Ahmed Nasser,al Ghamdi,",16342,place,"USA,Afghanistan,",date,"1 November, 2003,1997,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,12 March, 2003,1993,2001,16 May, 2003,18 June, 2003,1993 - 1998,July 17, 1999,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,16 February, 2004,1995,October 1967,3 February, 04,"
2329,place,0.03,17154,place,"Afghanistan,Saudi Arabia,",person,"Abdul al Nami,Abdul Ahmed Nasser,al Ghamdi,",16343,place,"Pakistan,Afghanistan,Chitral,Khost,Asadabad,",date,"2000,1 February, 2004,December, 2003,"
2329,place,0.20,17154,place,"Afghanistan,Saudi Arabia,",person,"Abdul al Nami,Abdul Ahmed Nasser,al Ghamdi,",16338,place,"USA,Morocco,Casablanca,Afghanistan,Caribbean,",date,"16 May, 2003,18 June, 2003,"
2330,place,0.05,17153,place,"Afghanistan,Saudi Arabia,Riyadh,",person,"Abdul al Nami,al Ghamdi,",16343,place,"Pakistan,Afghanistan,Chitral,Khost,Asadabad,",date,"2000,1 February, 2004,December, 2003,"
2330,place,0.03,17153,place,"Afghanistan,Saudi Arabia,Riyadh,",person,"Abdul al Nami,al Ghamdi,",16342,place,"USA,Afghanistan,",date,"1 November, 2003,1997,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,12 March, 2003,1993,2001,16 May, 2003,18 June, 2003,1993 - 1998,July 17, 1999,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,16 February, 2004,1995,October 1967,3 February, 04,"
2331,place,0.02,17152,place,"Bahamas,Nassau,Freeport,",person,"Omar Hanif,Hanif,Muslih Odeh,Wali Shakur,Jamal al Quso,Mounir Mzoudi,Omar Mahmoud Othman,Othman,Odeh,Hamza al Midhar,Mamoun Zammar,",15488,document,"CIA_26,FBI_21,CIA_10,FBI_02,FBI_41,FBI_40,",place,"USA,Bahamas,Nassau,"
2331,place,0.04,17152,place,"Bahamas,Nassau,Freeport,",person,"Omar Hanif,Hanif,Muslih Odeh,Wali Shakur,Jamal al Quso,Mounir Mzoudi,Omar Mahmoud Othman,Othman,Odeh,Hamza al Midhar,Mamoun Zammar,",15489,document,"CIA_26,NSA_06,NSA_20,",place,"Pakistan,Bahamas,Nassau,"
2331,place,0.08,17152,place,"Bahamas,Nassau,Freeport,",person,"Omar Hanif,Hanif,Muslih Odeh,Wali Shakur,Jamal al Quso,Mounir Mzoudi,Omar Mahmoud Othman,Othman,Odeh,Hamza al Midhar,Mamoun Zammar,",17158,place,"USA,Florida,Miami,Bahamas,Nassau,",person,"Omar Hanif,Hanif,Muhammed Dandani,Dandani,Said Khadr,Khadr,"
2332,place,0.03,17151,place,"Afghanistan,Khost,",person,"Abdul Nasser,Ali al-Omari,Saeed Hasham,Yasir Salman,Badawi,Abdul Ahmed Nasser,Hamid Qatada,Khalid Taha,Osama bin Laden,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,",16344,place,"Pakistan,Afghanistan,Khost,",date,"2000,2001,1 February, 2004,December, 2003,"
2332,place,0.02,17151,place,"Afghanistan,Khost,",person,"Abdul Nasser,Ali al-Omari,Saeed Hasham,Yasir Salman,Badawi,Abdul Ahmed Nasser,Hamid Qatada,Khalid Taha,Osama bin Laden,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,",16342,place,"USA,Afghanistan,",date,"1 November, 2003,1997,12 December, 2002,15 Feb. 2003,10 February, 2004,16 March, 2004,1998,1994,1964,1999 - 2000,March of 2000,June of 2000,1999,1996,12 March, 2003,1993,2001,16 May, 2003,18 June, 2003,1993 - 1998,July 17, 1999,2002,2 April, 2003,1 April, 2003,Fall of 2001,1997 - 2000,16 February, 2004,1995,October 1967,3 February, 04,"
2332,place,0.02,17151,place,"Afghanistan,Khost,",person,"Abdul Nasser,Ali al-Omari,Saeed Hasham,Yasir Salman,Badawi,Abdul Ahmed Nasser,Hamid Qatada,Khalid Taha,Osama bin Laden,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,",16343,place,"Pakistan,Afghanistan,Chitral,Khost,Asadabad,",date,"2000,1 February, 2004,December, 2003,"
2332,place,0.04,17151,place,"Afghanistan,Khost,",person,"Abdul Nasser,Ali al-Omari,Saeed Hasham,Yasir Salman,Badawi,Abdul Ahmed Nasser,Hamid Qatada,Khalid Taha,Osama bin Laden,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,",16008,place,"USA,Afghanistan,Laurel,",date,"1 November, 2003,1994,1999,2001,2002,"
2333,place,0.05,16873,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Afghanistan,Los Angeles,California,Maryland,Feyzabad,",person,"R. Derwish,Abu Somad,Yazid Bafaba,",16412,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New York,New Jersey,Newark,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Chicago,Illinois,",organization,"FBI,RCMP,"
2333,place,0.06,16873,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Afghanistan,Los Angeles,California,Maryland,Feyzabad,",person,"R. Derwish,Abu Somad,Yazid Bafaba,",16618,place,"USA,Canada,Detroit,Michigan,Toronto,",organization,"RCMP,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
2333,place,0.17,16873,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Afghanistan,Los Angeles,California,Maryland,Feyzabad,",person,"R. Derwish,Abu Somad,Yazid Bafaba,",16006,place,"USA,Newark,UK,Detroit,Michigan,Afghanistan,Laurel,",date,"1 November, 2003,1994,2002,"
2333,place,0.06,16873,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Afghanistan,Los Angeles,California,Maryland,Feyzabad,",person,"R. Derwish,Abu Somad,Yazid Bafaba,",16171,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,"
2334,place,0.02,17150,place,"Pakistan,Afghanistan,Khost,",person,"Saeed Hasham,Yasir Salman,Badawi,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,",16343,place,"Pakistan,Afghanistan,Chitral,Khost,Asadabad,",date,"2000,1 February, 2004,December, 2003,"
2334,place,0.01,17150,place,"Pakistan,Afghanistan,Khost,",person,"Saeed Hasham,Yasir Salman,Badawi,Kamal Abdullah,Ali Sittah,Talat Rushdi,Abdullah,",15469,document,"CIA_26,FBI_14,",place,"USA,Pakistan,"
2335,place,0.19,16872,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Afghanistan,Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,Maryland,Feyzabad,",person,"Abu Somad,Yazid Bafaba,",16412,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New York,New Jersey,Newark,Detroit,Michigan,562 Fenkell Ave.,Afghanistan,Chicago,Illinois,",organization,"FBI,RCMP,"
2335,place,0.08,16872,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Afghanistan,Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,Maryland,Feyzabad,",person,"Abu Somad,Yazid Bafaba,",16618,place,"USA,Canada,Detroit,Michigan,Toronto,",organization,"RCMP,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
2335,place,0.08,16872,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Afghanistan,Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,Maryland,Feyzabad,",person,"Abu Somad,Yazid Bafaba,",16171,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,"
2335,place,0.08,16872,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Afghanistan,Los Angeles,California,235 Buckthorn St.,773 Flaxton St.,Culver City,Inglewood,Maryland,Feyzabad,",person,"Abu Somad,Yazid Bafaba,",16630,place,"USA,New Jersey,Newark,Detroit,Michigan,2116 27th St.,Laurel,Maryland,Baltimore,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,"
2336,place,0.09,16069,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,",15994,place,"USA,Florida,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Saudi Arabia,Riyadh,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,"
2336,place,0.08,16069,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,",16040,place,"USA,Bahamas,Nassau,London,UK,Detroit,Michigan,Islamabad,Afghanistan,Saudi Arabia,Riyadh,Ann Arbor,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1999,1996,"
2336,place,0.06,16069,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,",15530,document,"CIA_10,FBI_06,",place,"USA,London,UK,Chicago,Illinois,"
2336,place,0.10,16069,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,",15529,document,"CIA_26,CIA_10,FBI_02,",place,"USA,Bahamas,Nassau,London,UK,"
2336,place,0.14,16069,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,",16028,place,"USA,Bahamas,New Jersey,Nassau,London,UK,11 Apple St.,",date,"1999,1993,1 May, 2003,"
2336,place,0.06,16069,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",date,"1998,1999,1996,1993,1993 - 1998,July 17, 1999,",16030,place,"USA,Florida,Bahamas,Nassau,London,UK,11 Apple St.,",date,"1998,1999,1 May, 2003,"
2337,place,0.06,16871,place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Afghanistan,Marrakech,Los Angeles,California,Maryland,Feyzabad,",person,"Abdul al Nami,R. Derwish,Khaled Jehani,",16171,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",date,"5 March, 2004,1 July, 2003,25 October,18 July, 2004,"
2337,place,0.08,16871,place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Afghanistan,Marrakech,Los Angeles,California,Maryland,Feyzabad,",person,"Abdul al Nami,R. Derwish,Khaled Jehani,",16618,place,"USA,Canada,Detroit,Michigan,Toronto,",organization,"RCMP,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
2337,place,0.07,16871,place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Afghanistan,Marrakech,Los Angeles,California,Maryland,Feyzabad,",person,"Abdul al Nami,R. Derwish,Khaled Jehani,",16688,place,"USA,California,",organization,"BMI,CalNational Bank,University of Maryland,"
2337,place,0.08,16871,place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Afghanistan,Marrakech,Los Angeles,California,Maryland,Feyzabad,",person,"Abdul al Nami,R. Derwish,Khaled Jehani,",16418,place,"USA,Detroit,Michigan,Afghanistan,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,RCMP,"
2337,place,0.06,16871,place,"USA,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Afghanistan,Marrakech,Los Angeles,California,Maryland,Feyzabad,",person,"Abdul al Nami,R. Derwish,Khaled Jehani,",16165,place,"USA,Canada,London,UK,Detroit,Michigan,",date,"1 November, 2003,12 December, 2002,2002,10 August, 2001,2000-2001,March 2002,26 November, 2002,1999-2000,23 October, 2000,"
2338,place,0.02,16068,place,"USA,Morocco,Chicago,Illinois,",date,"1 July, 2003,16 May, 2003,",15502,document,"NSA_02,CIA_16,CIA_13,FBI_12,CIA_10,FBI_09,CIA_07,FBI_06,FBI_04,",place,"USA,Chicago,Illinois,"
2338,place,0.02,16068,place,"USA,Morocco,Chicago,Illinois,",date,"1 July, 2003,16 May, 2003,",15505,document,"FBI_09,FBI_06,FBI_04,",place,"USA,Texas,Chicago,Illinois,"
2338,place,0.08,16068,place,"USA,Morocco,Chicago,Illinois,",date,"1 July, 2003,16 May, 2003,",15504,document,"CIA_10,CIA_07,",place,"USA,Afghanistan,Chicago,Illinois,"
2338,place,0.02,16068,place,"USA,Morocco,Chicago,Illinois,",date,"1 July, 2003,16 May, 2003,",16672,place,"USA,Texas,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,MI 5,Al Qaeda,TexEast Petroleum Co.,Islamic Jihad,USCIS,Drexel Car Rental Agency,Central States Airline,"
2338,place,0.10,16068,place,"USA,Morocco,Chicago,Illinois,",date,"1 July, 2003,16 May, 2003,",15503,document,"NSA_02,CIA_16,CIA_07,",place,"USA,Canada,Chicago,Illinois,"
2339,place,0.02,16870,place,"USA,Saudi Arabia,",person,"Khalid Shamrani,Shamrani,Abdul al Nami,al Nami,Abdul Ahmed Nasser,",15615,document,"FBI_13,FBI_12,FBI_10,",place,"USA,Missouri,"
2339,place,0.06,16870,place,"USA,Saudi Arabia,",person,"Khalid Shamrani,Shamrani,Abdul al Nami,al Nami,Abdul Ahmed Nasser,",15632,document,"FBI_09,FBI_33,FBI_32,",place,"USA,Texas,Bellaire,"
2340,place,0.03,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15504,document,"CIA_10,CIA_07,",place,"USA,Afghanistan,Chicago,Illinois,"
2340,place,0.03,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15475,document,"FBI_19,FBI_13,FBI_10,FBI_38,FBI_37,",place,"USA,Columbia,"
2340,place,0.03,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15506,document,"DIA_01,CIA_36,",place,"USA,Russia,"
2340,place,0.03,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15498,document,"CIA_26,FBI_22,FBI_21,CIA_10,FBI_08,FBI_06,FBI_02,CIA_02,",place,"USA,UK,"
2340,place,0.03,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",17178,place,"USA,Casablanca,",person,"Yasir Salman,Bugarov,Abdellah Atmani,Atmani,Mohamed Essabar,A. Atmani,Essabar,"
2340,place,0.03,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",17181,place,"USA,Afghanistan,",person,"A. Atmani,Abdal al Hawsawi,Abdellah Atmani,Abdillah Zinedine,Abdul Ahmed Nasser,Abdul al Nami,Abdul Nasser,Abu Hafs,Abu Somad,al Dahab,Ali al-Omari,Atmani,Badawi,Cooper,Dahdah,Essabar,Fr. Augustin Dominique,Hanif,Imad Dahdah,Jamal al Quso,Khaled Jehani,Mahmud al-Dahab,Mehdi Rafiki,Mohamed Essabar,Murad,Omar Hanif,Omar Mahmoud Othman,Othman,R. Derwish,Raeed Beandali,Ralph Bean,Reginald Cooper,Yasir Salman,Yazid Bafaba,Zakarya Ziyad,Zinedine,"
2340,place,0.03,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",17180,place,"USA,Morocco,",person,"Abdul al Nami,al Nami,Bugarov,Abdul,R. Derwish,Satam Derwish,Derwish,Ronald,Abdellah Atmani,Atmani,Mohamed Essabar,A. Atmani,Essabar,Khaled Jehani,Satam,Ali,"
2340,place,0.05,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",17174,place,"Casablanca,Caribbean,",person,"Jose Escalante,Abdellah Atmani,Atmani,Mohamed Essabar,A. Atmani,Essabar,"
2340,place,0.01,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15472,document,"FBI_22,FBI_21,CIA_12,CIA_10,FBI_07,CIA_07,DIA_03,DIA_01,",place,"USA,Afghanistan,"
2340,place,0.05,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15471,document,"NSA_10,NSA_02,CIA_16,FBI_08,FBI_07,CIA_07,FBI_02,CIA_02,FBI_01,DIA_03,FBI_36,FBI_34,",place,"USA,Canada,"
2340,place,0.01,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15470,document,"FBI_19,FBI_38,FBI_37,CIA_36,",place,"USA,Cuba,"
2340,place,0.08,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15469,document,"CIA_26,FBI_14,",place,"USA,Pakistan,"
2340,place,0.03,16067,place,"USA,Chicago,Illinois,Caribbean,",date,"1992,16 May, 2003,",15496,document,"FBI_27,CIA_16,FBI_14,FBI_11,FBI_10,FBI_03,FBI_02,USCBP_02,FBI_35,",place,"USA,New Jersey,"
2341,place,0.02,16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,",16663,place,"USA,London,UK,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",organization,"FBI,MI 5,Islamic Jihad,USCIS,"
2341,place,0.03,16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,",16671,place,"USA,Texas,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,",organization,"FBI,MI 5,Islamic Jihad,USCIS,Drexel Car Rental Agency,Central States Airline,"
2341,place,0.05,16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,",16664,place,"USA,London,UK,Texas,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,Islamic Jihad,USCIS,"
2341,place,0.04,16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,",16668,place,"USA,Texas,Houston,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Hobby Airport,",organization,"Drexel Car Rental Agency,Central States Airline,"
2341,place,0.05,16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,",16672,place,"USA,Texas,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,MI 5,Al Qaeda,TexEast Petroleum Co.,Islamic Jihad,USCIS,Drexel Car Rental Agency,Central States Airline,"
2341,place,0.01,16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,",15505,document,"FBI_09,FBI_06,FBI_04,",place,"USA,Texas,Chicago,Illinois,"
2341,place,0.03,16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,",15504,document,"CIA_10,CIA_07,",place,"USA,Afghanistan,Chicago,Illinois,"
2341,place,0.02,16066,place,"USA,London,UK,Texas,Afghanistan,2211 Cermak Rd.,Chicago,Illinois,O'Hare Airport,Sears Tower,",date,"1999,16 May, 2003,",15525,document,"FBI_22,CIA_10,",place,"USA,London,UK,Afghanistan,"
2342,place,0.04,16065,place,"Cuba,Havana,Moscow,Russia,Columbia,Middle East,Bogota,",date,"1992,28 November, 2004,",16178,place,"Cuba,Havana,Moscow,Russia,Middle East,",date,"1986,1992,28 November, 2004,January,"
2342,place,0.01,16065,place,"Cuba,Havana,Moscow,Russia,Columbia,Middle East,Bogota,",date,"1992,28 November, 2004,",17061,place,"Cuba,Havana,Moscow,Russia,Middle East,",person,"Bugarov,Boris Bugarov,Pyotr,Boris,"
2342,place,0.03,16065,place,"Cuba,Havana,Moscow,Russia,Columbia,Middle East,Bogota,",date,"1992,28 November, 2004,",17062,place,"Cuba,Havana,Middle East,",person,"Ramundo Ortiz,Ortiz,Bugarov,Boris Bugarov,Pyotr,Boris,"
2342,place,0.04,16065,place,"Cuba,Havana,Moscow,Russia,Columbia,Middle East,Bogota,",date,"1992,28 November, 2004,",17052,place,"Santo Domingo,Dominican Republic,Cuba,Havana,Columbia,Bogota,",person,"Arze,Cesar Arze,Hector Lopez,Lopez,Carlos,"
2343,place,0.08,16064,place,"USA,Canada,London,UK,Heathrow Airport,",date,"1 November, 2003,12 December, 2002,2002,10 August, 2001,1 May, 2003,",16498,place,"USA,Canada,New Jersey,London,UK,Heathrow Airport,",organization,"Al Qaeda,Hamas,Baker St. Mosque,"
2343,place,0.02,16064,place,"USA,Canada,London,UK,Heathrow Airport,",date,"1 November, 2003,12 December, 2002,2002,10 August, 2001,1 May, 2003,",15523,document,"CIA_26,FBI_22,CIA_10,FBI_08,FBI_06,FBI_02,CIA_02,",place,"USA,London,UK,"
2343,place,0.05,16064,place,"USA,Canada,London,UK,Heathrow Airport,",date,"1 November, 2003,12 December, 2002,2002,10 August, 2001,1 May, 2003,",16499,place,"USA,Canada,New Jersey,London,UK,",organization,"FBI,Al Qaeda,Hamas,Baker St. Mosque,"
