BiCluster Id, Row Type, Array of Rows, Column Type, Array of Columns
16475,place,"Santo Domingo,Morocco,",organization,"Holland Orange Shipping Lines,NSA,Al Qaeda,Central Russia Airlines,"
16476,place,"Santo Domingo,Pakistan,Cuba,Havana,Chitral,",organization,"Seashore Hotel,Central Russia Airlines,"
16477,place,"Santo Domingo,Pakistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Seashore Hotel,Central Russia Airlines,"
16478,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,London,UK,Detroit,Michigan,Columbia,224 Paulson Ave.,Clifton,Missouri,Laurel,",organization,"FBI,Hamas,"
16479,place,"USA,Canada,New Jersey,London,UK,Detroit,Michigan,Heathrow Airport,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,Hamas,"
16480,place,"USA,Canada,New Jersey,London,UK,Detroit,Michigan,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,Al Qaeda,Hamas,"
16481,place,"USA,London,UK,Detroit,Michigan,Heathrow Airport,",organization,"MI 5,Al Qaeda,Hamas,"
16482,place,"USA,Virginia,New Jersey,224 Paulson Ave.,Clifton,Laurel,",organization,"Hamas,American Islamic Scholarship Fund,"
16483,place,"USA,New Jersey,224 Paulson Ave.,Clifton,Laurel,",organization,"FBI,Hamas,American Islamic Scholarship Fund,"
16484,place,"USA,Virginia,",organization,"Holland Orange Shipping Lines,Hamas,American Islamic Scholarship Fund,"
16485,place,"USA,Canada,New York,Paris,France,Buffalo,Afghanistan,Chicago,Illinois,",organization,"RCMP,Surete' de l'Etat,"
16486,place,"USA,Canada,New York,Afghanistan,Chicago,Illinois,",organization,"FBI,RCMP,Surete' de l'Etat,"
16487,place,"Cuba,Havana,Moscow,Russia,Middle East,Strizi,Lipetsk,",organization,"Vector,Central Russia Airlines,"
16488,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,New Jersey,Newark,Detroit,Michigan,Marrakech,Chicago,Illinois,Columbus,Ohio,",organization,"NSA,RCMP,Canada Eastern Airlines,"
16489,place,"USA,Canada,Morocco,New Jersey,Detroit,Michigan,Chicago,Illinois,",organization,"NSA,Al Qaeda,RCMP,Canada Eastern Airlines,"
16490,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Detroit,Michigan,Marrakech,",organization,"NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,"
16491,place,"USA,Canada,Morocco,Detroit,Michigan,",organization,"NSA,DIA,Al Qaeda,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,"
16492,place,"USA,Canada,Florida,Bahamas,New Jersey,Nassau,London,UK,Heathrow Airport,Montreal,",organization,"Al Qaeda,Baker St. Mosque,"
16493,place,"USA,Canada,Bahamas,New Jersey,Nassau,London,UK,",organization,"FBI,Al Qaeda,Baker St. Mosque,"
16494,place,"USA,Bahamas,Nassau,London,UK,Heathrow Airport,11 Apple St.,",organization,"MI 5,Baker St. Mosque,"
16495,place,"USA,Bahamas,Nassau,London,UK,Heathrow Airport,",organization,"MI 5,Al Qaeda,Baker St. Mosque,"
16496,place,"USA,Florida,New Jersey,455 11th St.,Miami Beach,",organization,"Baker St. Mosque,American Islamic Scholarship Fund,"
16497,place,"USA,Florida,New Jersey,",organization,"Al Qaeda,Baker St. Mosque,American Islamic Scholarship Fund,"
16498,place,"USA,Canada,New Jersey,London,UK,Heathrow Airport,",organization,"Al Qaeda,Hamas,Baker St. Mosque,"
16499,place,"USA,Canada,New Jersey,London,UK,",organization,"FBI,Al Qaeda,Hamas,Baker St. Mosque,"
16500,place,"USA,London,UK,Heathrow Airport,",organization,"MI 5,Al Qaeda,Hamas,Baker St. Mosque,"
16501,place,"USA,Cuba,Bahamas,Nassau,UK,Afghanistan,Saudi Arabia,Riyadh,",organization,"FBI,MI 6,"
16502,place,"USA,Santo Domingo,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,Saudi Arabia,Riyadh,",organization,"MI 6,Al Qaeda,"
16503,place,"USA,Bahamas,Nassau,UK,Afghanistan,Saudi Arabia,Riyadh,",organization,"FBI,MI 6,Al Qaeda,"
16504,place,"USA,Santo Domingo,Dominican Republic,Cuba,Saudi Arabia,Riyadh,Jeddah,",organization,"MI 6,NSA,"
16505,place,"USA,Cuba,Saudi Arabia,Riyadh,",organization,"FBI,MI 6,NSA,"
16506,place,"USA,Santo Domingo,Saudi Arabia,Riyadh,",organization,"MI 6,NSA,Al Qaeda,"
16507,place,"USA,Cuba,Saudi Arabia,",organization,"FBI,MI 6,God's Aryan Militia,NSA,"
16508,place,"USA,Santo Domingo,Dominican Republic,Florida,Caracas,Venezuela,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,"
16509,place,"USA,Santo Domingo,Florida,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,Al Qaeda,"
16510,place,"USA,Santo Domingo,Dominican Republic,Cuba,Bahamas,Nassau,UK,Afghanistan,13 Step St.,",organization,"MI 6,Seashore Hotel,"
16511,place,"USA,Cuba,Bahamas,Nassau,UK,Afghanistan,",organization,"FBI,MI 6,Seashore Hotel,"
16512,place,"USA,Santo Domingo,Bahamas,Nassau,UK,Afghanistan,",organization,"MI 6,Al Qaeda,Seashore Hotel,"
16513,place,"USA,Santo Domingo,Dominican Republic,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,Seashore Hotel,"
16514,place,"USA,Santo Domingo,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,Al Qaeda,Seashore Hotel,"
16515,place,"USA,Santo Domingo,Dominican Republic,Cuba,",organization,"MI 6,NSA,Seashore Hotel,FARC,"
16516,place,"USA,Cuba,",organization,"FBI,MI 6,God's Aryan Militia,NSA,ELN,Seashore Hotel,FARC,"
16517,place,"USA,Santo Domingo,Dominican Republic,",organization,"Holland Orange Shipping Lines,MI 6,NSA,Seashore Hotel,FARC,"
16518,place,"USA,Santo Domingo,",organization,"Holland Orange Shipping Lines,MI 6,NSA,Al Qaeda,Seashore Hotel,FARC,"
16519,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Charlotte,North Carolina,Chicago,Illinois,",organization,"FBI,Hezbollah,"
16520,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,Charlotte,North Carolina,",organization,"FBI,DIA,Hezbollah,"
16521,place,"USA,Bahamas,Nassau,London,UK,Islamabad,Afghanistan,Freeport,11 Apple St.,Chicago,Illinois,Baker St.,London Heathrow,Yemen,",organization,"MI 5,Freeport Star Hotel,Seashore Hotel,"
16522,place,"USA,Bahamas,Nassau,London,UK,Afghanistan,Freeport,Chicago,Illinois,",organization,"FBI,MI 5,Freeport Star Hotel,Seashore Hotel,"
16523,place,"USA,Bahamas,Nassau,London,UK,Afghanistan,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,Freeport Star Hotel,Seashore Hotel,"
16524,place,"USA,Bahamas,Nassau,London,UK,11 Apple St.,",organization,"MI 5,Freeport Star Hotel,Seashore Hotel,Baker St. Mosque,"
16525,place,"USA,Peshawar,Pakistan,Africa,22 Hoveniersstraat,Antwerp,Belgium,Panama City,Panama,Texas,Carrizo Springs,Mexico,",organization,"FBI,USCBP,"
16526,place,"USA,Peshawar,Pakistan,Texas,",organization,"FBI,USCBP,Al Qaeda,"
16527,place,"USA,New Jersey,Newark,Detroit,Michigan,Afghanistan,Saudi Arabia,2116 27th St.,Laurel,Maryland,Baltimore,",organization,"FBI,Taliban,"
16528,place,"USA,New Jersey,Detroit,Michigan,Afghanistan,Saudi Arabia,Russia,Abba,Chechnya,Baglan,",organization,"Al Qaeda,Taliban,"
16529,place,"USA,New Jersey,Detroit,Michigan,Afghanistan,Saudi Arabia,",organization,"FBI,Al Qaeda,Taliban,"
16530,place,"USA,New Jersey,Newark,Detroit,Michigan,Afghanistan,",organization,"FBI,RCMP,Taliban,"
16531,place,"USA,New Jersey,Detroit,Michigan,Afghanistan,",organization,"FBI,Al Qaeda,RCMP,Taliban,"
16532,place,"USA,New Jersey,Newark,Detroit,Michigan,Saudi Arabia,Russia,",organization,"NSA,Taliban,"
16533,place,"USA,New Jersey,Newark,Detroit,Michigan,Saudi Arabia,",organization,"FBI,NSA,Taliban,"
16534,place,"USA,New Jersey,Detroit,Michigan,Saudi Arabia,Russia,",organization,"NSA,Al Qaeda,Taliban,"
16535,place,"USA,New Jersey,Detroit,Michigan,Saudi Arabia,",organization,"FBI,NSA,Al Qaeda,Taliban,"
16536,place,"USA,Afghanistan,Saudi Arabia,",organization,"FBI,MI 6,Al Qaeda,Taliban,"
16537,place,"USA,Texas,Houston,Saudi Arabia,Chicago,Illinois,Bellaire,3236 Pine St.,Reliant Stadium,The Galleria Shopping Mall,Denton,Mineral Wells,",organization,"FBI,God's Aryan Militia,Al Qaeda,TexEast Petroleum Co.,"
16538,place,"USA,Detroit,Michigan,562 Fenkell Ave.,Charlotte,North Carolina,River Rouge Park,237 Hayes Ave,3131 Western Ave.,Dubai,UAE,",organization,"BailOut,Carolina First Bank,"
16539,place,"USA,Detroit,Michigan,Charlotte,North Carolina,3131 Western Ave.,Dubai,UAE,",organization,"BailOut,Carolina First Bank,Hezbollah,"
16540,place,"USA,Pakistan,New Jersey,Columbia,224 Paulson Ave.,Clifton,New Brunswick,Lebanon,Missouri,",organization,"FBI,University of Missouri,"
16541,place,"USA,Pakistan,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,University of Missouri,"
16542,place,"USA,Pakistan,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,Al Qaeda,University of Missouri,"
16543,place,"USA,Florida,Peshawar,Pakistan,Bahamas,631 Nishtar Rd.,Karachi,Nassau,London,UK,88 Sahibzada Gul Rd.,",organization,"Pakistani Intelligence,Al Qaeda,"
16544,place,"USA,Florida,Miami,Peshawar,Pakistan,",organization,"Holland Orange Shipping Lines,Pakistani Intelligence,"
16545,place,"USA,Florida,Peshawar,Pakistan,",organization,"Holland Orange Shipping Lines,Pakistani Intelligence,Al Qaeda,"
16546,place,"USA,Peshawar,Pakistan,Bahamas,Nassau,London,UK,",organization,"FBI,Pakistani Intelligence,Al Qaeda,Seashore Hotel,"
16547,place,"USA,Florida,Bahamas,Nassau,London,UK,",organization,"Pakistani Intelligence,Al Qaeda,Baker St. Mosque,"
16548,place,"USA,Bahamas,Nassau,London,UK,",organization,"FBI,Pakistani Intelligence,MI 5,Al Qaeda,Freeport Star Hotel,Seashore Hotel,Baker St. Mosque,"
16549,place,"USA,Peshawar,Pakistan,",organization,"Holland Orange Shipping Lines,FBI,USCBP,Pakistani Intelligence,Al Qaeda,Seashore Hotel,"
16550,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,AOL,"
16551,place,"USA,Canada,Morocco,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,AOL,"
16552,place,"USA,Windsor,Ontario,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"AOL,Hamas,"
16553,place,"USA,Windsor,Ontario,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,AOL,Hamas,"
16554,place,"USA,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,231 12th St.,Missouri,",organization,"Al Qaeda,AOL,Hamas,"
16555,place,"USA,Canada,New Jersey,Columbia,224 Paulson Ave.,Clifton,Missouri,",organization,"FBI,Al Qaeda,AOL,Hamas,"
16556,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,New Jersey,Marrakech,",organization,"NSA,AOL,RCMP,Canada Eastern Airlines,"
16557,place,"USA,Canada,Morocco,New Jersey,",organization,"NSA,Al Qaeda,AOL,RCMP,Canada Eastern Airlines,"
16558,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Morocco,Marrakech,",organization,"NSA,DIA,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,"
16559,place,"USA,Canada,Morocco,",organization,"NSA,DIA,Al Qaeda,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,"
16560,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,Columbus,Ohio,",organization,"NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
16561,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,Chicago,Illinois,",organization,"FBI,NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
16562,place,"USA,Canada,New Jersey,Detroit,Michigan,Chicago,Illinois,",organization,"FBI,NSA,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
16563,place,"USA,Detroit,Michigan,Chicago,Illinois,",organization,"FBI,NSA,MI 5,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
16564,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
16565,place,"USA,Windsor,Ontario,Canada,New Jersey,Newark,Detroit,Michigan,",organization,"FBI,NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,"
16566,place,"USA,Canada,New Jersey,Detroit,Michigan,",organization,"FBI,NSA,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,"
16567,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,New Jersey,",organization,"FBI,NSA,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
16568,place,"USA,811 Tecumseh Rd.,Windsor,Ontario,Canada,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,"
16569,place,"USA,Windsor,Ontario,Canada,New Jersey,",organization,"FBI,NSA,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,"
16570,place,"USA,Canada,New Jersey,",organization,"FBI,NSA,Al Qaeda,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,Baker St. Mosque,"
16571,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,231 12th St.,Missouri,435 Fielder Rd.,Central America,2727 Robinson Rd,",organization,"FirstTex Bank,Arlington police,University of Texas in Arlington,"
16572,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,Missouri,",organization,"FBI,FirstTex Bank,Arlington police,University of Texas in Arlington,"
16573,place,"USA,Texas,Columbia,231 12th St.,Missouri,",organization,"Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,"
16574,place,"USA,Texas,Columbia,Missouri,",organization,"FBI,Al Qaeda,FirstTex Bank,Arlington police,University of Texas in Arlington,"
16575,place,"USA,Texas,Mexico,Columbia,Arlington,Presidio,Dallas,Grand Prairie,",organization,"FBI,God's Aryan Militia,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,"
16576,place,"USA,Texas,Mexico,Columbia,",organization,"FBI,God's Aryan Militia,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,FARC,"
16577,place,"USA,Texas,Columbia,",organization,"FBI,God's Aryan Militia,Al Qaeda,ELN,FirstTex Bank,Arlington police,University of Texas in Arlington,FARC,"
16578,place,"USA,London,UK,Texas,Saudi Arabia,2211 Cermak Rd.,Chicago,Illinois,Bellaire,O'Hare Airport,Sears Tower,",organization,"FBI,USCIS,"
16579,place,"USA,London,UK,Texas,Saudi Arabia,Chicago,Illinois,Bellaire,",organization,"FBI,Al Qaeda,USCIS,"
16580,place,"USA,UK,Saudi Arabia,",organization,"FBI,MI 6,Al Qaeda,USCIS,"
16581,place,"USA,Texas,Saudi Arabia,Chicago,Illinois,Bellaire,",organization,"FBI,God's Aryan Militia,Al Qaeda,TexEast Petroleum Co.,USCIS,"
16582,place,"USA,Saudi Arabia,Chicago,Illinois,",organization,"FBI,God's Aryan Militia,NSA,Al Qaeda,TexEast Petroleum Co.,USCIS,"
16583,place,"USA,Canada,New York,Paris,France,Buffalo,174 Rue Cardinet,Afghanistan,Toronto,Toronto Airport,CDG,1712 Ferry St.,",organization,"RCMP,CSIS,"
16584,place,"USA,Canada,New York,Paris,France,Buffalo,Afghanistan,",organization,"RCMP,CSIS,Surete' de l'Etat,"
16585,place,"USA,Canada,New York,Afghanistan,",organization,"FBI,RCMP,CSIS,Surete' de l'Etat,"
16586,place,"Casablanca,Peshawar,Pakistan,Cuba,Karachi,Havana,Islamabad,Marocco,Hyderabad,San Cristobal,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,"
16587,place,"Peshawar,Pakistan,Cuba,Havana,Islamabad,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,"
16588,place,"Peshawar,Pakistan,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,"
16589,place,"Casablanca,Pakistan,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Central Russia Airlines,"
16590,place,"Pakistan,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,Central Russia Airlines,"
16591,place,"Pakistan,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Seashore Hotel,Central Russia Airlines,"
16592,place,"Peshawar,Cuba,Havana,",organization,"Moroccan Sands Hotel,Sahara Atlantic Hotel,Vector,Seashore Hotel,"
16593,place,"Peshawar,Cuba,",organization,"FBI,Moroccan Sands Hotel,Sahara Atlantic Hotel,Vector,Seashore Hotel,"
16594,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,Maryland,",organization,"FBI,University of Maryland,"
16595,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,RCMP,University of Maryland,"
16596,place,"USA,Canada,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,Al Qaeda,RCMP,University of Maryland,"
16597,place,"USA,Detroit,Michigan,Afghanistan,Maryland,",organization,"FBI,Taliban,University of Maryland,"
16598,place,"USA,Detroit,Michigan,Afghanistan,",organization,"FBI,DIA,MI 5,Al Qaeda,RCMP,Taliban,University of Maryland,"
16599,place,"USA,Windsor,Ontario,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,University of Maryland,"
16600,place,"USA,Windsor,Ontario,Canada,",organization,"FBI,NSA,DIA,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,University of Maryland,"
16601,place,"USA,Canada,Paris,France,Afghanistan,Montreal,Chicago,Illinois,73 Rue Duhesme,America,Pakhtia,",organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
16602,place,"USA,Canada,Paris,France,Afghanistan,Chicago,Illinois,",organization,"Al Qaeda,RCMP,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
16603,place,"USA,Canada,Afghanistan,Chicago,Illinois,",organization,"FBI,Al Qaeda,RCMP,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
16604,place,"USA,Afghanistan,Chicago,Illinois,",organization,"FBI,MI 5,Al Qaeda,RCMP,Freeport Star Hotel,Seashore Hotel,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
16605,place,"USA,Canada,Chicago,Illinois,",organization,"FBI,NSA,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
16606,place,"USA,Canada,Paris,France,Afghanistan,",organization,"Al Qaeda,RCMP,CSIS,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,"
16607,place,"USA,Canada,Afghanistan,",organization,"FBI,DIA,Al Qaeda,RCMP,CSIS,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,University of Maryland,"
16608,place,"USA,Canada,New York,Paris,France,Buffalo,Montreal,Quebec,175 Rue Durocher,Walden Ave.,Schiller Park,",organization,"Surete' de l'Etat,Canadauto Car Rental Agency,"
16609,place,"USA,Canada,Montreal,Quebec,",organization,"Surete' de l'Etat,Baker St. Mosque,Canadauto Car Rental Agency,"
16610,place,"USA,Canada,New York,Paris,France,Buffalo,",organization,"RCMP,CSIS,Surete' de l'Etat,Canadauto Car Rental Agency,"
16611,place,"USA,Canada,New York,",organization,"FBI,RCMP,CSIS,Surete' de l'Etat,Canadauto Car Rental Agency,"
16612,place,"USA,Canada,Paris,France,Montreal,",organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Canadauto Car Rental Agency,"
16613,place,"USA,Canada,Paris,France,",organization,"Al Qaeda,RCMP,CSIS,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Canadauto Car Rental Agency,"
16614,place,"Peshawar,Pakistan,Egypt,Afghanistan,Parachinar,Pakhtia,Khost,Jorm,Taloqan,Salang tunnel,",organization,"Al Qaeda,Farooq training camp,"
16615,place,"Peshawar,Pakistan,Afghanistan,Khost,",organization,"FBI,Al Qaeda,Farooq training camp,"
16616,place,"USA,Canada,London,UK,Detroit,Michigan,Montreal,Toronto,Gizab,Qalat,",organization,"Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
16617,place,"USA,Canada,London,UK,Detroit,Michigan,Montreal,",organization,"Al Qaeda,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
16618,place,"USA,Canada,Detroit,Michigan,Toronto,",organization,"RCMP,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
16619,place,"USA,Canada,London,UK,Detroit,Michigan,",organization,"FBI,Al Qaeda,Hamas,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
16620,place,"USA,London,UK,Detroit,Michigan,",organization,"FBI,MI 5,Al Qaeda,Hamas,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
16621,place,"USA,Canada,London,UK,Montreal,",organization,"Al Qaeda,Baker St. Mosque,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
16622,place,"USA,Canada,London,UK,",organization,"FBI,Al Qaeda,Hamas,Baker St. Mosque,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
16623,place,"USA,Canada,Toronto,",organization,"RCMP,CSIS,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,"
16624,place,"USA,Canada,Detroit,Michigan,",organization,"FBI,NSA,DIA,Al Qaeda,Detroit Utilities Co.,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,University of Maryland,"
16625,place,"USA,Canada,Montreal,",organization,"Al Qaeda,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Baker St. Mosque,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,Canadauto Car Rental Agency,"
16626,place,"USA,Canada,",organization,"FBI,NSA,DIA,Al Qaeda,Detroit Utilities Co.,AOL,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Hamas,CSIS,Surete' de l'Etat,Amercan Embassy in Paris,Al Badr II training camp,Baker St. Mosque,Kanjak Training Camp,Al Khaldun  training camp,Al-Badr I training camp,Canadauto Car Rental Agency,University of Maryland,"
16627,place,"Morocco,Casablanca,Pakistan,Chitral,Moscow,Russia,",organization,"Central Russian Airlines,Central Russia Airlines,"
16628,place,"Morocco,Casablanca,Pakistan,Chitral,Russia,",organization,"Al Qaeda,Central Russian Airlines,Central Russia Airlines,"
16629,place,"Morocco,Casablanca,Pakistan,Chitral,",organization,"Holland Orange Shipping Lines,Al Qaeda,Central Russian Airlines,Central Russia Airlines,"
16630,place,"USA,New Jersey,Newark,Detroit,Michigan,2116 27th St.,Laurel,Maryland,Baltimore,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,"
16631,place,"USA,New Jersey,2116 27th St.,Laurel,Maryland,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,American Islamic Scholarship Fund,"
16632,place,"USA,New Jersey,Newark,Detroit,Michigan,Laurel,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,"
16633,place,"USA,New Jersey,Laurel,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,American Islamic Scholarship Fund,"
16634,place,"USA,New Jersey,Newark,Detroit,Michigan,",organization,"FBI,NSA,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,"
16635,place,"USA,New Jersey,Detroit,Michigan,",organization,"FBI,NSA,Al Qaeda,RCMP,Canada Eastern Airlines,Hezbollah,Canadian Eastern Airlines,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Hamas,"
16636,place,"USA,Detroit,Michigan,Maryland,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,University of Maryland,"
16637,place,"USA,New York,Bahamas,Nassau,Freeport,Maryland,Baltimore,New York City,NYC,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,"
16638,place,"USA,New York,Maryland,",organization,"FBI,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,"
16639,place,"USA,Bahamas,Nassau,Freeport,",organization,"FBI,MI 5,Freeport Star Hotel,Seashore Hotel,Royal Norwegian Lines,Sea Aire Lines,"
16640,place,"USA,New York,",organization,"FBI,RCMP,CSIS,Surete' de l'Etat,Canadauto Car Rental Agency,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,"
16641,place,"USA,Maryland,Baltimore,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,Royal Norwegian Lines,Sea Aire Lines,"
16642,place,"USA,Maryland,",organization,"FBI,Taliban,Baltimore City College,Islamic Circle of North America,ICNA,University of Maryland,Royal Norwegian Lines,Sea Aire Lines,American Islamic Scholarship Fund,"
16643,place,"USA,Florida,Bahamas,Nassau,UK,Afghanistan,65 West End Ave.,Syria,Tampa,",organization,"MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,"
16644,place,"USA,Florida,Afghanistan,",organization,"Holland Orange Shipping Lines,MI 6,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,"
16645,place,"USA,Bahamas,Nassau,UK,Afghanistan,",organization,"FBI,MI 6,MI 5,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,Freeport Star Hotel,Seashore Hotel,"
16646,place,"USA,Florida,Bahamas,Nassau,UK,",organization,"MI 6,Pakistani Intelligence,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,Baker St. Mosque,"
16647,place,"USA,Bahamas,Nassau,UK,",organization,"FBI,MI 6,Pakistani Intelligence,MI 5,Al Qaeda,Baker St. mosque,Gulf Shores Bank,Middle Eastern Charities,Freeport Star Hotel,Seashore Hotel,Baker St. Mosque,"
